Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-DEC-2023|ARGO|EQUITY|3174339029|960|45000|661888014|0|0|740550|0|83000|0|0|662756564|0|280|0|5382100|11250|0|1100|0|5720|5400450
29-DEC-2023|ARII|EQUITY|3431000000|218|117981800|1527676500|62900|0|537860600|151725400|0|0|0|2335307200|0|312864100|0|217203500|2105800|0|23500|0|76134900|608331800
29-DEC-2023|ARKA|EQUITY|2000000000|50|0|1093942500|0|0|895472600|0|100|0|0|1989415200|0|250100|0|100|4109800|0|4974800|0|0|9334800
29-DEC-2023|ARKO|EQUITY|2928495000|705|0|2314383993|0|0|312216100|0|0|0|0|2626600093|0|295105407|0|6464500|325000|0|0|0|0|301894907
29-DEC-2023|ARMY|EQUITY|9006250000|50|1054253569|2879287175|8219655|0|1551466777|1959071235|279963587|2541349|526952595|8261755942|0|488927400|0|32396000|1064158|1687200|4800|0|0|524079558
29-DEC-2023|ARNA|EQUITY|7341430976|665|153861497|1187362576|27446100|0|3449324061|75927000|616857|0|0|4894538091|0|300870650|635200|548556728|32986828|1111584776|27222992|42868300|382167411|2446892885
29-DEC-2023|ARTA|EQUITY|446674175|3000|0|42052600|0|0|377760525|0|0|0|0|419813125|0|20000000|0|1750|499500|0|6359800|0|0|26861050
29-DEC-2023|ARTI|EQUITY|7840000000|5|74373974|2633606286|739500000|0|3818005650|505451300|686590|0|23750000|7795373800|0|0|0|100|14241400|0|8340700|0|20669000|43251200
29-DEC-2023|ARTO|EQUITY|13856250000|2900|106825348|7057860692|20050098|0|1249986066|216076778|6226742|1947400|15|8658973139|3199703|1352451696|63922796|2085642509|2359500|50892469|35542603|0|1364703085|4958714361
29-DEC-2023|ASBI|EQUITY|348386472|700|10471492|309537614|22|1106|17032386|0|27360|0|0|337069980|0|0|0|569840|530170|0|1092388|0|0|2192398
29-DEC-2023|ASDM|EQUITY|384000000|470|0|62904200|0|26400|33831520|4000000|0|0|0|100762120|0|0|0|103400|974200|205800|4438000|0|0|5721400
29-DEC-2023|ASGR|EQUITY|1348780500|895|1552500|1895460|0|178000|233287528|12997300|128426|500|0|250039714|0|211300|4417600|20221554|590000|6066700|4669485|3453500|7924707|47554846
29-DEC-2023|ASHA|EQUITY|5000000000|50|0|2764842600|0|0|1750466800|6928000|400100100|0|0|4922337500|0|2051000|0|74664400|947100|0|0|0|0|77662500
29-DEC-2023|ASIA|EQUITY|2275009490|0|250000|16422970|0|83334|1019414332|0|6278531|0|22620680|1065069847|0|334|0|1720002|13516173|0|24374843|0|1153364243|1192975595
29-DEC-2023|ASII|EQUITY|40483553140|5650|2470189052|127413240|247855973|3585650|1433901170|816551182|25373494|71176500|24224030|5220270291|211072631|378997658|2129791614|1660168720|8116530|5671922927|473556371|198143100|2303195318|13034964869
29-DEC-2023|ASJT|EQUITY|1400000000|125|30426303|33986333|1083786509|0|171221767|32660956|41258938|0|6323900|1399664706|0|0|0|18678|295916|0|20700|0|0|335294
29-DEC-2023|ASLC|EQUITY|12746354780|97|325768500|106089800|34612800|0|1761945422|192638400|494100|100|0|2421549122|0|56139063|0|11450400|2346100|0|2520000|0|361133400|433588963
29-DEC-2023|ASMI|EQUITY|8958380460|50|2693479000|2158899900|0|7658500|3686536460|431000|41941400|0|6920800|8595867060|0|0|0|3595800|21780800|2189300|4697400|0|24535300|56798600
29-DEC-2023|ASPI|EQUITY|683810725|138|0|349995000|0|0|290443025|0|33500000|0|0|673938025|0|2207600|0|7650600|9500|0|0|0|0|9867700
29-DEC-2023|ASRI|EQUITY|19649411888|164|15254000|10051584160|16267500|0|3310319942|133763399|1868621416|8083500|250100|15404144017|0|111251942|103855697|311921520|7315900|305475350|325026722|7452500|90518240|1262817871
29-DEC-2023|ASRM|EQUITY|304283840|1565|15213|33362479|0|0|9540844|0|2912|135|0|42921583|0|204334|0|30618|11075|0|362954|0|2140310|2749291
29-DEC-2023|ASSA|EQUITY|3691137517|790|46045800|1794927777|24884973|0|1401743750|110094446|1827652|5342400|100|3384866898|0|1198707|0|95650845|5133000|8273175|110161915|0|85852977|306270619
29-DEC-2023|ATAP|EQUITY|1250000000|52|0|59500000|0|0|95552000|0|0|0|0|155052000|0|94708900|0|100|239000|0|0|0|0|94948000
29-DEC-2023|ATIC|EQUITY|2315361355|500|0|797804018|0|0|495583116|0|0|0|0|1293387134|0|863645841|0|45200|806200|0|25000|0|0|864522241
29-DEC-2023|ATPK|EQUITY|5760245414|0|334100|3695100|18900|0|250304994|0|12500|0|7733000|262098594|0|3651000|3400000|366222000|1161500|0|516347807|0|99759129|990541436
29-DEC-2023|AUTO|EQUITY|4819733000|2360|79528000|55726387|1613075|0|240731143|57373666|4147276|2500|1097175|440219222|2515400|275526782|32445521|52317681|634575|69991490|23112163|2921800|63019809|522485221
29-DEC-2023|AVIA|EQUITY|61953555600|500|26154700|21278124900|18288500|0|744930972|23648043|6120167|11192200|337100|22108796582|123286400|5364411304|296867197|342323999|244100|5563903312|253560598|12271900|1742092008|13698960818
29-DEC-2023|AWAN|EQUITY|3435000000|308|0|2030200|0|0|257422800|0|0|0|0|259453000|0|263300|0|8770700|554500|478738500|2470000|0|0|490797000
29-DEC-2023|AXIO|EQUITY|5840126500|181|0|1111584400|115946200|0|459196300|0|5000|0|270000|1687001900|0|0|0|2322700|801900|0|0|0|0|3124600
